occurrence_no,identified_name,identified_rank,identified_no,accepted_name,accepted_attr,accepted_rank,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat
1338414,Saurolophus angustirostris,species,64295,Saurolophus angustirostris,,species,Maastrichtian,,72.1,66,10453,101.041664,43.537224
1338417,n. gen. Prenocephale n. sp. prenes,species,52833,Prenocephale prenes,,species,Maastrichtian,,72.1,66,9908,101.035278,43.539444
1338418,Gallimimus bullatus,species,57265,Gallimimus bullatus,,species,Maastrichtian,,72.1,66,59835,101.036392,43.538055
1338419,Gallimimus bullatus,species,57265,Gallimimus bullatus,,species,Maastrichtian,,72.1,66,59835,101.037781,43.539722
1338420,Tarbosaurus bataar,species,57254,Tarbosaurus bataar,,species,Maastrichtian,,72.1,66,10453,101.031387,43.520557
1338567,Tarbosaurus ? sp.,genus,53224,Tarbosaurus,,genus,Maastrichtian,,72.1,66,9900,100.374809,43.44128
1338568,Gallimimus bullatus,species,57265,Gallimimus bullatus,,species,Maastrichtian,,72.1,66,9906,100.360558,43.481945
1338569,Gallimimus bullatus,species,57265,Gallimimus bullatus,,species,Maastrichtian,,72.1,66,9906,100.374809,43.44128
1338571,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Maastrichtian,,72.1,66,9901,100.373161,43.443558
1338595,Hadrosauroidea indet.,unranked clade,184951,Hadrosauroidea,,unranked clade,Late Maastrichtian,,70.6,66,58331,-2.63,42.671001
1338652,Gallimimus bullatus,species,57265,Gallimimus bullatus,,species,Maastrichtian,,72.1,66,9906,100.457222,43.597221
1338653,Tarbosaurus bataar,species,57254,Tarbosaurus bataar,,species,Maastrichtian,,72.1,66,59835,100.455833,43.604721
1338654,Tarbosaurus bataar,species,57254,Tarbosaurus bataar,,species,Maastrichtian,,72.1,66,59835,100.452225,43.601391
1338656,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Maastrichtian,,72.1,66,9899,100.456665,43.601665
1338877,n. gen. Apatoraptor n. sp. pennatus,species,345865,Apatoraptor pennatus,,species,Early Maastrichtian,,70.6,66,60057,-112.806282,51.490768
1338889,Velocisaurus unicus,species,64902,Velocisaurus unicus,,species,Santonian,,86.3,83.6,76274,-67.632301,-39.117699
1338895,n. gen. Pachycorioolithus n. sp. jinyunensis,species,345875,Pachycorioolithus jinyunensis,,species,Albian,,113,100.5,60063,120.173927,28.66601
1340150,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Middle Campanian,,83.5,70.6,60112,-111,49.599998
1340151,Nodosauridae indet.,family,38817,Nodosauridae,,family,Middle Campanian,,83.5,70.6,60112,-111,49.599998
1340152,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,,83.5,70.6,60112,-111,49.599998
1340153,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Middle Campanian,,83.5,70.6,60112,-111,49.599998
1340154,Pachycephalosauridae indet.,family,38783,Pachycephalosauridae,,family,Middle Campanian,,83.5,70.6,60112,-111,49.599998
1340155,Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Middle Campanian,,83.5,70.6,60112,-111,49.599998
1340156,Tyrannosauridae indet.,family,38606,Tyrannosauridae,,family,Middle Campanian,,83.5,70.6,60112,-111,49.599998
1340157,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Middle Campanian,,83.5,70.6,60112,-111,49.599998
1340368,n. gen. Dunhuangia n. sp. cuii,species,316251,Dunhuangia cuii,,species,Aptian,,125,113,54526,96.76667,39.866669
1340369,n. gen. Feitianius n. sp. paradisi,species,346085,Feitianius paradisi,,species,Aptian,,125,113,60139,96.76667,39.866669
1340581,cf. Antarctosaurus sp.,genus,38685,Antarctosaurus,,genus,Maastrichtian,,72.1,66,7271,79.949997,23.166668
1340583,Coelurosauria ? indet.,unranked clade,53940,Coelurosauria,,unranked clade,Maastrichtian,,72.1,66,7271,79.972282,23.168694
1340719,Theropoda indet.,unranked clade,94209,Theropoda,,unranked clade,Turonian,Maastrichtian,93.9,66,19279,-55.75,-15.333333
1340720,Sauropoda indet.,unranked clade,38653,Sauropoda,,unranked clade,Turonian,Maastrichtian,93.9,66,19279,-55.75,-15.333333
1340723,Theropoda indet.,unranked clade,94209,Theropoda,,unranked clade,Turonian,Maastrichtian,93.9,66,19279,-55.75,-15.333333
1340724,Sauropoda indet.,unranked clade,96955,Sauropoda,,unranked clade,Turonian,Maastrichtian,93.9,66,19279,-55.75,-15.333333
1340987,n. gen. Eotrachodon n. sp. orientalis,species,346307,Eotrachodon orientalis,,species,Late Santonian,,85.8,83.5,60214,-86.400299,32.344601
1340988,Pachycephalosaurus wyomingensis,species,52835,Pachycephalosaurus wyomingensis,,species,Late Maastrichtian,,70.6,66,60215,-107.350281,47.053055
1341323,Maniraptoriformes indet.,unranked clade,57429,Maniraptoriformes,,unranked clade,Lancian,,70.6,66,60269,-104.643982,43.027657
1341774,n. gen. Linyiornis n. sp. amoena,species,346512,Linyiornis amoena,,species,Aptian,,125,113,60323,119.434402,40.586391
1341983,Protoceratops sp.,genus,38848,Protoceratops,,genus,Middle Campanian,Late Campanian,83.5,70.6,10453,101.147293,43.47953
1341984,n. gen. Hulsanpes n. sp. perlei,species,67680,Hulsanpes perlei,,species,Middle Campanian,Late Campanian,83.5,70.6,10138,101.125427,43.499592
1341986,Protoceratops sp.,genus,38848,Protoceratops,,genus,Middle Campanian,Late Campanian,83.5,70.6,10453,101.126701,43.499432
1341987,Protoceratops sp.,genus,38848,Protoceratops,,genus,Middle Campanian,Late Campanian,83.5,70.6,10453,101.126701,43.499432
1341988,n. gen. Tylocephale n. sp. gilmorei,species,66451,Tylocephale gilmorei,,species,Middle Campanian,Late Campanian,83.5,70.6,9908,101.130188,43.50032
1341989,n. gen. Saichania n. sp. chulsanensis,species,52910,Saichania chulsanensis,,species,Middle Campanian,Late Campanian,83.5,70.6,9909,101.12822,43.506802
1341990,Tarchia n. sp. kielanae,species,67251,Tarchia kielanae,,species,Middle Campanian,Late Campanian,83.5,70.6,9909,101.130188,43.50032
1342266,Theropoda indet.,unranked clade,94209,Theropoda,,unranked clade,Middle Campanian,Late Campanian,83.5,70.6,10453,101.130188,43.50032
1342458,Nodosauridae indet.,family,38817,Nodosauridae,,family,Late Santonian,Early Campanian,85.8,70.6,27182,-87.669441,32.612499
1342564,Somphospondyli indet.,unranked clade,66514,Somphospondyli,,unranked clade,Late Berriasian,Barremian,145,125,62878,-38.173058,-6.811389
1342582,Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Cenomanian,,100.5,93.9,60389,-114.551567,36.417606
1342583,Tyrannosauroidea indet.,superfamily,58837,Tyrannosauroidea,,superfamily,Cenomanian,,100.5,93.9,60389,-114.551567,36.417606
1342584,Titanosauriformes indet.,unranked clade,57468,Titanosauriformes,,unranked clade,Cenomanian,,100.5,93.9,60389,-114.551567,36.417606
1342585,Iguanodontia indet.,unranked clade,104725,Iguanodontia,,unranked clade,Cenomanian,,100.5,93.9,60389,-114.551567,36.417606
1342586,Thyreophora indet.,unranked clade,148170,Thyreophora,,unranked clade,Cenomanian,,100.5,93.9,60389,-114.551567,36.417606
1342590,Macroelongatoolithus cf. carlylei,species,98799,Macroelongatoolithus carlylei,,species,Cenomanian,,100.5,93.9,60389,-114.551567,36.417606
1342591,Dinosauria indet.,unranked clade,91968,Dinosauria,,unranked clade,Cenomanian,,100.5,93.9,60389,-114.551567,36.417606
1342599,Iguanodontidae indet.,family,38744,Iguanodontidae,,family,Aptian,,125,113,60390,-116.093857,39.326138
1342600,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Aptian,,125,113,60390,-116.093857,39.326138
1342601,Elongatoolithidae indet.,family,65566,Elongatoolithidae,,family,Aptian,,125,113,60390,-115.821541,38.766663
1342602,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Aptian,,125,113,60390,-115.821541,38.766663
1342603,cf. Thyreophora indet.,unranked clade,148170,Thyreophora,,unranked clade,Aptian,,125,113,60390,-115.821541,38.766663
1342604,Iguanodontidae indet.,family,38744,Iguanodontidae,,family,Aptian,,125,113,60390,-115.821541,38.766663
1342605,Euornithopoda indet.,unranked clade,52801,Euornithopoda,,unranked clade,Aptian,,125,113,60390,-116.334801,40.311031
1342709,Microraptor sp.,genus,68238,Microraptor,,genus,Aptian,,125,113,52405,119.683296,40.650002
1342710,Ornithurae indet.,subclass,53033,Ornithurae,,subclass,Early Aptian,,125.45,122.46,52405,119.7957,40.807522
1342711,Titanosauridae ? indet.,family,38680,Titanosauridae,,family,Late Campanian,Early Maastrichtian,83.5,66,52406,-69.583298,-40.692001
1344156,n. gen. Austroposeidon n. sp. magnificus,species,346949,Austroposeidon magnificus,,species,Late Campanian,Early Maastrichtian,83.5,66,60484,-51.442501,-22.117779
1345692,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Early Cenomanian,,99.6,93.5,76499,13.047174,41.499561
1345693,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Early Cenomanian,,99.6,93.5,76499,13.047174,41.499561
1345694,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Early Cenomanian,Middle Cenomanian,99.6,93.5,60593,130.326538,32.317642
1345695,Dinosauria indet.,unranked clade,91968,Dinosauria,,unranked clade,Early Cenomanian,Middle Cenomanian,99.6,93.5,60593,130.313431,32.311703
1345728,n. gen. Tototlmimus n. sp. packardensis,species,347160,Tototlmimus packardensis,,species,Campanian,,83.6,72.1,60599,-110.357841,31.263472
1345733,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Late Cenomanian,Early Turonian,99.6,89.3,13873,130.839752,32.7388
1345734,Ceratopsia indet.,unranked clade,38842,Ceratopsia,,unranked clade,Late Cenomanian,Early Turonian,99.6,89.3,60601,130.839752,32.7388
1345735,Allosaurus sp.,genus,38590,Allosaurus,,genus,Late Cenomanian,Early Turonian,99.6,89.3,60601,130.844238,32.742764
1345736,Allosaurus sp.,genus,38590,Allosaurus,,genus,Late Cenomanian,Early Turonian,99.6,89.3,60601,130.850861,32.748486
1346308,cf. Richardoestesia sp.,genus,58873,Richardoestesia,,genus,Late Campanian,Early Maastrichtian,83.5,66,76803,-2.021356,39.950359
1346460,n. gen. Savannasaurus n. sp. elliottorum,species,347242,Savannasaurus elliottorum,,species,Cenomanian,Early Turonian,100.5,89.3,60643,143.089172,-22.348333
1347523,Largirostrornis sexdentoris,species,197830,Largirostrornis,,genus,Aptian,,125,113,37441,120,41.75
1347563,Gracilornis jiufotangensis,species,347653,Gracilornis jiufotangensis,,species,Aptian,,125,113,60724,119.675003,40.994999
1347571,Iaceornis n. sp. marshi,species,207940,Iaceornis marshi,,species,Late Santonian,Early Campanian,85.8,70.6,26575,-101.273613,38.913891
1347642,Theropoda indet.,unranked clade,94209,Theropoda,,unranked clade,Early Cenomanian,,99.6,93.5,34274,-68.843002,-39.287998
1347643,Ornithopoda indet.,unranked clade,38713,Ornithopoda,,unranked clade,Early Cenomanian,,99.6,93.5,34274,-68.843002,-39.287998
1347644,Theropoda indet.,unranked clade,94209,Theropoda,,unranked clade,Early Cenomanian,,99.6,93.5,34274,-68.84639,-39.278114
1347645,Ornithopoda indet.,unranked clade,38713,Ornithopoda,,unranked clade,Early Cenomanian,,99.6,93.5,34274,-68.84639,-39.278114
1347647,Ornithopoda indet.,unranked clade,38713,Ornithopoda,,unranked clade,Early Cenomanian,,99.6,93.5,34274,-69.191353,-39.419327
1347648,aff. Triceratops sp.,genus,38862,Triceratops,,genus,Late Maastrichtian,,70.6,66,52428,-104.158203,40.759754
1347717,n. gen. Explorornis n. sp. nessovi,species,194795,Explorornis nessovi,,species,Late Cretaceous,,100.5,66,37008,63.5,42.5
1347719,n. gen. Incolornis n. sp. silvae,species,194799,Incolornis silvae,,species,Late Cretaceous,,100.5,66,37008,63.5,42.5
1347721,n. gen. Abavornis n. sp. bonaparti,species,194803,Abavornis bonaparti,,species,Late Cretaceous,,100.5,66,37008,63.5,42.5
1347722,n. gen. Catenoleimus n. sp. anachoretus,species,194805,Catenoleimus anachoretus,,species,Late Cretaceous,,100.5,66,37008,63.5,42.5
1347763,n. gen. Judinornis n. sp. nogontsavensis,species,347467,Judinornis nogontsavensis,,species,Maastrichtian,,72.1,66,60768,99.161942,43.647778
1347766,n. gen. Tongtianlong n. sp. limosus,species,347524,Tongtianlong limosus,,species,Maastrichtian,,72.1,66,60788,115,25.86861
1347902,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Early Albian,,112.03,109,60819,-97.830544,32.237305
1347903,Ilerdopteryx viai,species,347655,Ilerdopteryx viai,,species,Early Barremian,,130,125.45,60827,0.89,42.02
1347922,cf. Hadrosauropodus sp.,genus,81012,Hadrosauropodus,,genus,Late Campanian,,83.5,70.6,60830,23.07,50.54361
1347923,Irenesauripus sp.,genus,85118,Irenesauripus,,genus,Late Campanian,,83.5,70.6,60830,23.07,50.54361
1347924,Velociraptorichnus sp.,genus,102839,Velociraptorichnus,,genus,Late Campanian,,83.5,70.6,60829,23.063057,50.513058
1347926,cf. Saurexallopus sp.,genus,65843,Saurexallopus,,genus,Late Campanian,,83.5,70.6,60829,23.063057,50.513058
1347927,cf. Ornithopodichnus sp.,genus,164275,Iguanodontipodidae,,family,Late Campanian,,83.5,70.6,60829,23.063057,50.513058
1347928,cf. Ceratopsia indet.,unranked clade,147916,Ceratopsia,,unranked clade,Late Campanian,,83.5,70.6,60829,23.063057,50.513058
1347947,Tetrapodosaurus borealis,species,63959,Tetrapodosaurus borealis,,species,Aptian,,125,113,60832,-77.421112,38.262501
1347948,Brontopodus birdi,species,67217,Brontopodus birdi,,species,Aptian,,125,113,60832,-77.421112,38.262501
1347949,Ornithomimipus angustus,species,63445,Ornithomimipus angustus,,species,Aptian,,125,113,60832,-77.421112,38.262501
1347950,Tetrapodosaurus borealis,species,63959,Tetrapodosaurus borealis,,species,Aptian,,125,113,60832,-77.421112,38.262501
1347951,Amblydactylus gethingi,species,84915,Amblydactylus,,genus,Aptian,,125,113,60832,-77.421112,38.262501
1347953,Brontopodus birdi,species,67217,Brontopodus birdi,,species,Aptian,,125,113,60832,-77.403755,38.251472
1347954,Tetrapodosaurus borealis,species,63959,Tetrapodosaurus borealis,,species,Aptian,,125,113,60832,-77.403755,38.251472
1347955,Amblydactylus gethingi,species,84915,Amblydactylus,,genus,Aptian,,125,113,60832,-77.403755,38.251472
1347956,Caririchnium leonardii,species,88804,Hadrosauropodus leonardii,,species,Aptian,,125,113,60832,-77.403755,38.251472
1347957,Gypsichnites pacensis,species,85218,Gypsichnites pacensis,,species,Aptian,,125,113,60832,-77.403755,38.251472
1348085,Tyrannosauridae indet.,family,38606,Tyrannosauridae,,family,Middle Campanian,Maastrichtian,83.5,66,60844,-119.546959,54.545235
1348087,Grallator parallelus,species,67398,Grallator cursorius,,species,Late Barremian,Early Aptian,130,122.46,60852,120.8722,41.601398
1348088,Grallator sp.,genus,64079,Grallator,,genus,Late Tithonian,Valanginian,150.8,132.9,60853,115.892502,40.786945
1348089,Therangospodus sp.,genus,81030,Therangospodus,,genus,Late Tithonian,Valanginian,150.8,132.9,60853,115.892502,40.786945
1348092,cf. Irenesauripus sp.,genus,85118,Irenesauripus,,genus,Barremian,Albian,129.4,100.5,76763,105.681099,28.367599
1348095,n. gen. Qijiangpus n. sp. sinensis,species,348424,Qijiangpus sinensis,,species,Barremian,Albian,129.4,100.5,69114,103.943466,29.36158
1348096,n. gen. Wupus n. sp. agilis,species,348421,Wupus agilis,,species,Barremian,Albian,129.4,100.5,69114,103.943466,29.36158
1348097,Brontopodus sp.,genus,67216,Brontopodus,,genus,Berriasian,Barremian,145,125,76718,102.682503,27.856388
1348098,Eubrontes sp.,genus,66094,Eubrontes,,genus,Berriasian,Barremian,145,125,76718,102.682503,27.856388
1348100,Thyreophora ? indet.,unranked clade,148170,Thyreophora,,unranked clade,Berriasian,Barremian,145,125,60855,102.682503,27.856388
1348101,Ornithopodichnus sp.,genus,164275,Iguanodontipodidae,,family,Berriasian,Barremian,145,125,76753,102.682503,27.856388
1348103,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Berriasian,Barremian,145,125,60855,102.682503,27.856388
1348104,Brontopodus sp.,genus,67216,Brontopodus,,genus,Berriasian,Barremian,145,125,60855,102.682503,27.856388
1348105,cf. Caririchnium sp.,genus,68031,Caririchnium,,genus,Berriasian,Barremian,145,125,60855,102.682503,27.856388
1348106,cf. Brontopodus sp.,genus,67216,Brontopodus,,genus,Berriasian,Barremian,145,125,60856,102.606667,27.810278
1348193,Kizylkumavis cretacea,species,70298,Kizylkumavis cretacea,,species,Middle Turonian,Late Turonian,93.5,89.3,15617,62.655315,42.117294
1349526,Gallornis straeleni,species,171015,Gallornis straeleni,,species,Early Hauterivian,,136.4,130,61000,3.616667,47.799999
1350013,n. gen. Adasaurus n. sp. mongoliensis,species,57261,Adasaurus mongoliensis,,species,Maastrichtian,,72.1,66,15004,99.599998,43.540001
1350015,n. gen. Segnosaurus n. sp. galbinensis,species,66664,Segnosaurus galbinensis,,species,Cenomanian,Santonian,100.5,83.6,13910,107.518059,43.144169
1350234,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Early Cretaceous,,145,100.5,55588,-2.12576,42.04665
1350235,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Late Berriasian,Early Valanginian,145,136.4,55588,-2.12366,42.071621
1350236,Theropoda ? indet.,unranked clade,91970,Theropoda,,unranked clade,Early Cretaceous,,145,100.5,55588,-2.51044,42.22681
1350237,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Early Cretaceous,,145,100.5,55588,-2.51044,42.22681
1350238,Ornithopoda indet.,unranked clade,147918,Ornithopoda,,unranked clade,Early Cretaceous,,145,100.5,55588,-2.51044,42.22681
1350239,Theropoda ? indet.,unranked clade,91970,Theropoda,,unranked clade,Early Cretaceous,,145,100.5,55588,-2.51044,42.22681
1350240,Dinosauria indet.,unranked clade,91968,Dinosauria,,unranked clade,Early Cretaceous,,145,100.5,55588,-2.51044,42.22681
1350241,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Early Cretaceous,,145,100.5,55588,-3.00969,41.961712
1350242,Dinosauria indet.,unranked clade,91968,Dinosauria,,unranked clade,Early Cretaceous,,145,100.5,55588,-3.196184,41.954697
1350243,Dinosauria indet.,unranked clade,91968,Dinosauria,,unranked clade,Early Cretaceous,,145,100.5,55588,-2.484597,41.745842
1350244,Megaloolithus sp.,genus,65584,Megaloolithus,,genus,Early Maastrichtian,,70.6,66,55400,0.655411,42.311234
1350245,Hadrosauropodus sp.,genus,81012,Hadrosauropodus,,genus,Late Maastrichtian,,70.6,66,61342,1.792291,42.201591
1350246,Sauropoda indet.,unranked clade,95571,Sauropoda,,unranked clade,Early Maastrichtian,,70.6,66,55400,0.632854,41.697296
1350255,Megaloolithus mamillare,species,67201,Megaloolithus mamillare,,species,Late Maastrichtian,,70.6,66,55401,1.888046,42.168415
1350256,Megaloolithus siruguei,species,67202,Megaloolithus siruguei,,species,Early Maastrichtian,,70.6,66,55401,1.274405,42.172298
1350434,Titanosauria indet.,unranked clade,55585,Titanosauria,,unranked clade,Late Campanian,Maastrichtian,83.5,66,13022,0.941511,42.074253
1350435,Nodosauridae indet.,family,38817,Nodosauridae,,family,Late Campanian,,83.5,70.6,55386,1.04589,42.117077
1350466,Tyrannosaurus rex,species,54833,Tyrannosaurus rex,,species,Late Maastrichtian,,70.6,66,61095,-105.080002,45.66
1350467,cf. Pectinodon sp.,genus,38570,Pectinodon,,genus,Late Maastrichtian,,70.6,66,61095,-105.080002,45.66
1350468,cf. Paronychodon sp.,genus,38565,Paronychodon,,genus,Late Maastrichtian,,70.6,66,61095,-105.080002,45.66
1350469,cf. Dromaeosaurus sp.,genus,38566,Dromaeosaurus,,genus,Late Maastrichtian,,70.6,66,61095,-105.080002,45.66
